DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e0|DDI-DrugBank.d610.s0.e1|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e0|DDI-DrugBank.d610.s0.e2|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e0|DDI-DrugBank.d610.s0.e3|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e0|DDI-DrugBank.d610.s0.e4|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e1|DDI-DrugBank.d610.s0.e2|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e1|DDI-DrugBank.d610.s0.e3|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e1|DDI-DrugBank.d610.s0.e4|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e2|DDI-DrugBank.d610.s0.e3|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e2|DDI-DrugBank.d610.s0.e4|0|null
DDI-DrugBank.d610.s0|DDI-DrugBank.d610.s0.e3|DDI-DrugBank.d610.s0.e4|0|null
DDI-DrugBank.d610.s1|DDI-DrugBank.d610.s1.e0|DDI-DrugBank.d610.s1.e1|0|null
DDI-DrugBank.d610.s1|DDI-DrugBank.d610.s1.e0|DDI-DrugBank.d610.s1.e2|0|null
DDI-DrugBank.d610.s1|DDI-DrugBank.d610.s1.e1|DDI-DrugBank.d610.s1.e2|0|null
DDI-DrugBank.d610.s2|DDI-DrugBank.d610.s2.e0|DDI-DrugBank.d610.s2.e1|0|null
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e0|DDI-DrugBank.d610.s3.e1|1|mechanism
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e0|DDI-DrugBank.d610.s3.e2|0|null
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e0|DDI-DrugBank.d610.s3.e3|0|null
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e1|DDI-DrugBank.d610.s3.e2|0|null
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e1|DDI-DrugBank.d610.s3.e3|0|null
DDI-DrugBank.d610.s3|DDI-DrugBank.d610.s3.e2|DDI-DrugBank.d610.s3.e3|0|null
DDI-DrugBank.d610.s4|DDI-DrugBank.d610.s4.e0|DDI-DrugBank.d610.s4.e1|0|null
DDI-DrugBank.d610.s4|DDI-DrugBank.d610.s4.e0|DDI-DrugBank.d610.s4.e2|0|null
DDI-DrugBank.d610.s4|DDI-DrugBank.d610.s4.e1|DDI-DrugBank.d610.s4.e2|1|mechanism
DDI-DrugBank.d572.s0|DDI-DrugBank.d572.s0.e0|DDI-DrugBank.d572.s0.e1|0|null
DDI-DrugBank.d572.s0|DDI-DrugBank.d572.s0.e0|DDI-DrugBank.d572.s0.e2|0|null
DDI-DrugBank.d572.s0|DDI-DrugBank.d572.s0.e1|DDI-DrugBank.d572.s0.e2|0|null
DDI-DrugBank.d572.s1|DDI-DrugBank.d572.s1.e0|DDI-DrugBank.d572.s1.e1|0|null
DDI-DrugBank.d572.s2|DDI-DrugBank.d572.s2.e0|DDI-DrugBank.d572.s2.e1|0|null
DDI-DrugBank.d572.s2|DDI-DrugBank.d572.s2.e0|DDI-DrugBank.d572.s2.e2|0|null
DDI-DrugBank.d572.s2|DDI-DrugBank.d572.s2.e1|DDI-DrugBank.d572.s2.e2|0|null
DDI-DrugBank.d572.s5|DDI-DrugBank.d572.s5.e0|DDI-DrugBank.d572.s5.e1|0|null
DDI-DrugBank.d572.s6|DDI-DrugBank.d572.s6.e0|DDI-DrugBank.d572.s6.e1|0|null
DDI-DrugBank.d572.s6|DDI-DrugBank.d572.s6.e0|DDI-DrugBank.d572.s6.e2|0|null
DDI-DrugBank.d572.s6|DDI-DrugBank.d572.s6.e1|DDI-DrugBank.d572.s6.e2|1|mechanism
DDI-DrugBank.d572.s7|DDI-DrugBank.d572.s7.e0|DDI-DrugBank.d572.s7.e1|0|null
DDI-DrugBank.d572.s7|DDI-DrugBank.d572.s7.e0|DDI-DrugBank.d572.s7.e2|0|null
DDI-DrugBank.d572.s7|DDI-DrugBank.d572.s7.e1|DDI-DrugBank.d572.s7.e2|1|mechanism
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e1|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e2|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e3|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e4|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e5|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e0|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e1|DDI-DrugBank.d572.s8.e2|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e1|DDI-DrugBank.d572.s8.e3|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e1|DDI-DrugBank.d572.s8.e4|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e1|DDI-DrugBank.d572.s8.e5|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e1|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e2|DDI-DrugBank.d572.s8.e3|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e2|DDI-DrugBank.d572.s8.e4|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e2|DDI-DrugBank.d572.s8.e5|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e2|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e3|DDI-DrugBank.d572.s8.e4|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e3|DDI-DrugBank.d572.s8.e5|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e3|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e4|DDI-DrugBank.d572.s8.e5|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e4|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s8|DDI-DrugBank.d572.s8.e5|DDI-DrugBank.d572.s8.e6|0|null
DDI-DrugBank.d572.s9|DDI-DrugBank.d572.s9.e0|DDI-DrugBank.d572.s9.e1|0|null
DDI-DrugBank.d572.s9|DDI-DrugBank.d572.s9.e0|DDI-DrugBank.d572.s9.e2|0|null
DDI-DrugBank.d572.s9|DDI-DrugBank.d572.s9.e1|DDI-DrugBank.d572.s9.e2|0|null
DDI-DrugBank.d572.s10|DDI-DrugBank.d572.s10.e0|DDI-DrugBank.d572.s10.e1|0|null
DDI-DrugBank.d572.s11|DDI-DrugBank.d572.s11.e0|DDI-DrugBank.d572.s11.e1|0|null
DDI-DrugBank.d572.s12|DDI-DrugBank.d572.s12.e0|DDI-DrugBank.d572.s12.e1|0|null
DDI-DrugBank.d572.s17|DDI-DrugBank.d572.s17.e0|DDI-DrugBank.d572.s17.e1|0|null
DDI-DrugBank.d572.s22|DDI-DrugBank.d572.s22.e0|DDI-DrugBank.d572.s22.e1|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e0|DDI-DrugBank.d572.s24.e1|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e0|DDI-DrugBank.d572.s24.e2|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e0|DDI-DrugBank.d572.s24.e3|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e1|DDI-DrugBank.d572.s24.e2|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e1|DDI-DrugBank.d572.s24.e3|0|null
DDI-DrugBank.d572.s24|DDI-DrugBank.d572.s24.e2|DDI-DrugBank.d572.s24.e3|0|null
DDI-DrugBank.d572.s27|DDI-DrugBank.d572.s27.e0|DDI-DrugBank.d572.s27.e1|0|null
DDI-DrugBank.d572.s27|DDI-DrugBank.d572.s27.e0|DDI-DrugBank.d572.s27.e2|0|null
DDI-DrugBank.d572.s27|DDI-DrugBank.d572.s27.e1|DDI-DrugBank.d572.s27.e2|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e1|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e2|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e3|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e4|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e5|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e6|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e7|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e8|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e9|0|null
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e10|0|null
